id,text
91,"@sigitwid @aniesbaswedan @psi_id @GunRomli @Uki23 Kok gak ngomong gitu sama jokowi. Daripada mubazir bangun Ibukota baru, mending bangun rumah sakit. Masih banyak wilayah di luar Jawa yang belum punya rumah sakit. Bayangin itu 1.500 triliun bisa jadi berapa rumah sakit daerah?"
92,"@pakmul63 Tak perlu tunda pemilu, tak perlu ibukota baru....."
93,@YulieReborn Tdk ada uang tp proyek ibukota baru genjar
94,"@GeiszChalifah Beda tempat to mas geisz, mungkin ibukota baru masih banyak tanah yg diserapan coba di Jakarta daerah Tomang, Grogol, mangga besar, kemayoran, pasarbaru, harmoni beton semua"
95,"Sementara di Narnia kasih pesan gini: tambahin karbon yuk dengan cara bikin ibukota baru … 

👍"
96,"@BuronanMabes Persiapan buat ibukota baru atau negara baru terlalu over banget Banser , orang yang tidak ada pekerjaan dan tidak ada menghasilkan apapun untuk negara ini, mereka hanya di persiapkan untuk 2024 bentrok nya sama ormas juga"
97,"@KoswaraHaji nanti tak ada yang berani ikut pindah ke ibukota baru, mereka itu  di pulau Jawa, disana kumpulannya dibina sejak pesantren, sejak awal baligh."
98,"@Ardiesuhardi1 NKRI butuh Presiden baru bukan Ibukota baru
#SaatnyaRezimJokowiTurun 
#SaatnyaRezimJokowiTurun"
99,"@AkungAruna ibukota baru tu beban bangsa, pemilu tak boleh di tunda!!!"
100,Ibukota baru mengutamakan para pejalan kaki yang tinggal disana. Jiwa pejalan kaki gua pengen cepet cepet pindah 😂
